ID,scopus_name,scopus_id,grad_year
"Ashley, William L.;Georgia State University;1980","Ashley, William L.",6701492100,1980
"Ashman, Thomas;University at Buffalo;1998","Ashman, Thomas D.",36665774900,1998
"Ashmos, Donde P.;University of Texas at Austin;1988","Ashmos, Donde P.",6603788607,1988
"Ashraf, Javed;Northern Illinois University;1986","Ashraf, Javed",7004586360,1986
"Ashraf, Mohammad;Northern Illinois University;1998","Ashraf, Mohammad",36099193600,1998
"Ashton, Alison Hubbard;University of Texas at Austin;1979","Ashton, Alison Hubbard",24368033900,1979
"Ashton, David J.;University of Warwick;1979","Ashton, David",56273322400,1979
"Ashton, Robert H.;University of Minnesota;1973","Ashton, Robert H.",55254036700,1973
"Ashworth, D. Neil;University of South Carolina;1979","Ashworth, D. Neil",7005818124,1979
"Asiedu, Elizabeth;University of Illinois;1998","Asiedu, Elizabeth",6602560972,1998
"Askari, Hossein G.;Massachusetts Institute of Technology;1970","Askari, Hossein G.",7004529280,1970
"Aske, David;University of Nebraska;1992","Aske, David R.",55295730900,1992
"Asker, John;Harvard University;2004","Asker, John",6603964906,2004
"Aslanbeigui, Nahid;University of Michigan;1984","Aslanbeigui, Nahid",6603270740,1984
"Asparouhova, Elena;California Institute of Technology;2004","Asparouhova, Elena",6507429898,2004
"Asquith, Paul;University of Chicago;1980","Asquith, Paul",9245201100,1980
"Assad, Arjang A.;Massachusetts Institute of Technology;1978","Assad, Arjang A.",7003528299,1978
"Assad, Jean-Claud;Howard University;1987","Assad, Jean Claude",7003627855,1987
"Assane, Djeto;University of Colorado;1988","Assané, Djeto D.",6603375995,1988
"Assibey-Mensah, Albert;University of Cincinnati;1994","Assibey-Mensah, Albert",56339018200,1994
"Assmus, Gert;University of California, Berkeley;1971","Assmus, Gert",57068120600,1971
"Assogbavi, T.;Universite Laval;1991","Assogbavi, Tov",6506811140,1991
"Assogbavi, Tov;Universite Laval;1991","Assogbavi, Tov",6506811140,1991
"Astebro, T.;Carnegie Mellon University;1994","Åstebro, Thomas B.",6603250114,1994
"Asthana, Sharad;University of Texas at Austin;1995","Asthana, Sharad C.",7006820765,1995
"Astrachan, Joseph;Yale University;1989","Astrachan, Joseph H.",6602760820,1989
"Asundi, Ramachandra K.;University of Liverpool;1962","Asundi, Ramachandra",36195439400,1962
"Atack, Jeremy;Indiana University;1976","Atack, Jeremy",7005478063,1976
"Atamian, Rubik;University of Texas at Austin;1984","Atamian, Rubik",57201402550,1984
"Atchison, Michael D.;Michigan State University;1982","Atchison, Michael D.",57190151586,1982
"Atesoglu, H. Sonmez;University of Pittsburgh;1972","Atesoglu, H. Sonmez",6603928291,1972
"Athanassakos, George;York University;1988","Athanassakos, George",7801423305,1988
"Athavale, Manoj Y.;University of Mississippi;1997","Athavale, Manoj V.",51664665100,1997
"Athavale, Manoj;University of Mississippi;1997","Athavale, Manoj V.",51664665100,1997
"Atherton, Roger M. Jr.;University of Michigan;1972","Atherton, Roger M.",7006256966,1972
"Athey, Susan;Stanford University;1995","Athey, Susan",6603691303,1995
"Atiase, Rowland K.;University of California, Berkeley;1980","Atiase, Rowland K.",9278222900,1980
"Atkeson, Andrew G.;Stanford University;1988","Atkeson, Andrew",17433674100,1988
"Atkins, Allen B.;University of Texas at Austin;1988","Atkins, Allen B.",7102494091,1988
"Atkins, Derek R.;University of Warwick;1972","Atkins, Derek R.",7102290583,1972
"Atkinson, Anthony A.;Carnegie Mellon University;1977","Atkinson, Anthony A.",36857195300,1977
"Atkinson, Glendel W.;University of Oklahoma;1968","Atkinson, Glen W.",7102995514,1968
"Atkinson, Keith E.;University of Mississippi;1996","Atkinson, Keith E.",35960796200,1996
"Atkinson, Scott E.;University of Colorado;1972","Atkinson, Scott E.",7202602918,1972
"Atri, Said;University at Albany;1982","Atri, Said",16466768500,1982
"Attaran, Mohsen;University of Portland;1984","Attaran, Mohsen",7003850699,1984
"Attari, Mukarram;University of Iowa;1997","Attari, Mukarram",10140195500,1997
"Attig, Najah;Universite Laval;2003","Attig, Najah",14068606800,2003
"Attiyeh, Richard E.;Yale University;1966","Attiyeh, Richard",6504261943,1966
"Atwater, Leanne;Claremont McKenna College;1985","Atwater, Leanne E.",7003596792,1985
"Atwood, Joseph A.;University of Nebraska;1987","Atwood, Joseph A.",7103271844,1987
"Atwood, TJ;University of Illinois;1995","Atwood, T. J.",6603793474,1995
"Audia, Eiuseppe;University of Maryland, College Park","Audia, Giuseppe",6506648138,
"Auerbach, Alan J.;Harvard University;1978","Auerbach, Alan J.",55953326600,1978
"Auernheimer, Leonardo J. A.;University of Chicago;1973","Auernheimer, Leonardo",6506685359,1973
"Aukerman, Richard A.;University of North Dakota;1975","Aukerman, Richard",6602653856,1975
"Ault, David E.;University of Illinois;1969","Ault, David E.",14820312900,1969
"Ault, Richard W.;University of Virginia;1983","Ault, Richard W.",6602737274,1983
"Aupperle, Kenneth E.;University of Georgia;1982","Aupperle, Kenneth E.",6603304473,1982
"Aura, Saku;Massachusetts Institute of Technology;2001","Aura, Saku",8708616100,2001
"Austen, Lizabeth A.;University of Florida;1997","Austen, Lizabeth A.",6506196513,1997
"Auster, Ellen R.;Cornell University;1983","Auster, Ellen R.",8736383000,1983
"Austin, Barbara J.;Concordia University;1985","Austin, Barbara",7101618784,1985
"Austin, Jeffrey R.;University of Georgia;1995","Austin, Jeffrey",7402093171,1995
"Austin, John;Boston College;1998","Austin, Shaun",36641863300,1998
"Austin, M.;Stony Brook University;1981","Austin, Michael",57197892685,1981
"Austin, Walter W.;University of Georgia;1988","Austin, Walter W.",52263140800,1988
"Ausubel, Lawrence M.;Stanford University;1984","Ausubel, Lawrence M.",6603059539,1984
"Autor, David;Harvard University;1999","Autor, David H.",6602634280,1999
"Auyeung, Pak K.;Griffith University;2001","Auyeung, Pak K.",6507747011,2001
"Avalos, Antonio;Oklahoma State University;2003","Avalos, Antonio",15021693900,2003
"Avard, Stephen L.;University of North Texas;1983","Avard, Stephen L.",6504741864,1983
"Aven, Forrest F. Jr.;University of Colorado;1988","Aven, Forrest F.",24309396700,1988
"Averett, Susan;University of Colorado;1991","Averett, Susan L.",6701737518,1991
"Averitt, Robert T.;University of Texas at Austin;1961","Averitt, Robert T.",57209249167,1961
"Avery, Albert E.;Purdue University;1978","Avery, Albert E.",7006218345,1978
"Aviel, S. David;Golden Gate University;1980","Aviel, David",35764441300,1980
"Avin, Rose Marie;University of Maryland, College Park;1986","Avin, Rose Marie",56336593000,1986
"Aviv, Yossi;Columbia University;1997","Aviv, Yossi",6602267784,1997
"Avkiran, Necmi;Victoria University;1995","Avkiran, Necmi Kemal",6602774597,1995
"Avkiran, Necmi;Victoria University;1996","Avkiran, Necmi Kemal",6602774597,1995
"Avolio, Bruce J.;University of Akron;1982","Avolio, Bruce J.",7004253163,1982
"Avramov, Doron;University of Pennsylvania;2000","Avramov, Doron",55983229500,2000
"Awasthi, Vidya N.;University of Washington;1988","Awasthi, Vidya N.",7003444966,1988
"Axarloglou, Kostas;University of Michigan;1993","Axarloglou, Kostas",22952678400,1993
"Axelson, Ulf;Carnegie Mellon University;1999","Axelson, Ulf",23023927200,1999
"Axley, Stephen;Purdue University;1981","Axley, Stephen R.",35274371000,1981
"Ayad, Mohamed;Concordia University;2003","Ayad, Mohamed",54402444700,2003
"Ayadi, O. Felix;University of Mississippi;1991","Ayadi, Olusegun Felix",6505870556,1991
"Aydogdu, Murat;University of Iowa;2000","Aydoǧdu, Murat",22978542200,2000
"Ayers, Benjamin C.;University of Texas at Austin;1996","Ayers, Benjamin C.",6603838919,1996
"Ayers, Michael;University of Oklahoma;1973","Ayers, Michael",57209248006,1973
"Ayers, Susan;Arizona State University;1995","Ayers, Susan",7004810289,1995
"Ayittey, George B. N;University of Manitoba;1981","Ayittey, George B.N.",24287478000,1981
"Ayittey, George B. N.;University of Manitoba;1981","Ayittey, George B.N.",24287478000,1981
"Ayling, D. E.","Ayling, David E.",6506523627,
"Ayotte, Kenneth M;Princeton University;2002","Ayotte, Kenneth M.",8897867300,2002
"Ayres, Frances L.;University of Iowa;1982","Ayres, Frances L.",7003357016,1982
"Ayres, Robert;University of London;1958","Ayres, Robert U.",7102678668,1958
"Aysun, Uluc;University of California, Davis;2006","Aysun, Uluc",25653743600,2006
"Aytes, Kregg;University of Arizona;1993","Aytes, Kregg J.",6602566978,1993
"Aytug, Haldun;University of Florida;1993","Aytuǧ, Haldun",6602840157,1993
"Azad, Ali N.;University of North Texas;1988","Azad, Ali N.",56986839100,1988
"Azari-Rad, Hamid;University of Utah;1996","Azari-Rad, Hamid",6507338460,1996
"Azariadis, Constantine C.;Carnegie Mellon University;1975","Azariadis, Costas",6603542553,1975
"Azarmi, Ted;University of Wisconsin, Madison;1995","Azarmi, Ted",57112695800,1995
"Azevedo, Ross E.;Cornell University;1972","Azevedo, Ross E.",23969973000,1972
"Aziz, Abdul;University of Delhi;1978","Aziz, Abdul",56234183500,1978
"Aziz, Abdul;University of Texas at Austin;1984","Aziz, Abdul",56234183500,1984
"Aziz, Abdul;University of Texas, Dallas;1984","Aziz, Abdul",56234183500,1984
"Aziz, Fahima;University of Minnesota;1995","Aziz, Fahima",35344504200,1995
"Azzimonti, Marina;University of Rochester;2004","Azzimonti, Marina",15755079600,2004
"Baack, Bennett D.;University of Washington;1972","Baack, Ben D.",24513063700,1972
"Baack, Donald E.;University of Nebraska;1987","Baack, Donald E.",6602184281,1987
"Baack, Jane;University of Nebraska;1983","Baack, Jane",57042136700,1983
"Baba, Marietta;Wayne State University;1975","Baba, Marietta Lynn",36824805300,1975
"Baba, V. V.;University of British Columbia;1976","Baba, Vishwanath V.",6602518558,1976
"Baba, Viswanath;University of British Columbia;1976","Baba, Vishwanath V.",6602518558,1976
"Babbel, David F.;University of Florida;1978","Babbel, David F.",6602985510,1978
"Babcock, Guilford C.;Princeton University;1965","Babcock, Guilford C.",56914745200,1965
"Babcock, Michael W.;University of Illinois;1973","Babcock, Michael W.",35996356600,1973
"Babcock, Philip;University of California, San Diego;2005","Babcock, Philip",36742503700,2005
"Babcock, Richard D.;University of California, Los Angeles;1970","Babcock, Richard D.",21733809600,1970
"Baber, William R.;University of North Carolina;1980","Baber, William R.",6603803176,1980
"Baccara, Mariagiovanna;Princeton University;2003","Baccara, Mariagiovanna",10840116300,2003
"Bacdayan, Andrew W.;Utah State University;1973","Bacdayan, Andrew W.",6508098848,1973
"Bacdayan, Paul;University of Michigan;1997","Bacdayan, Paul",6507012082,1997
"Bach, Stephen;University of Warwick","Bach, Stephen",22633436600,
"Bachar, Joseph;University of California, Berkeley;1987","Bachar, Joseph",25221323400,1987
"Bachmeier, Lance;Texas A&M University;2002","Bachmeier, Lance J.",6508067060,2002
"Back, Kerry;University of Kentucky;1983","Back, Kerry",7005492291,1983
"Backhaus, Kristin;University at Albany;1995","Backhaus, Kristin B.",16315316600,1995
"Backus, David;Yale University;1981","Backus, David K.",6601996611,1981
"Bacolod, Marigee;University of California, Los Angeles;2002","Bacolod, Marigee P.",57203636677,2002
"Bacon, Frank","Bacon, Frank D.",56959429500,1991
"Bacon, Frank W.;Virginia Commonwealth University;1991","Bacon, Frank W.",55599806500,1991
"Bacon, Frank;Virginia Commonwealth University;1991","Bacon, Frank D.",56959429500,1991
"Badaracco, Joseph L. Jr.;Harvard University;1981","Badaracco, Joseph L.",6603206621,1981
"Badasyan, Narine;Virginia Polytechnic Institute and State University;2004","Badasyan, Narine",15049302700,2004
"Badawi, Jamal;Indiana University;1970","Badawi, Jamal A.",6506752127,1970
"Badawy, Michael K.;New York University;1969","Badawy, Michael K.",7004373821,1969
"Bade, Sophie;New York University;2004","Bade, Sophie",6602139501,2004
"Badgett, Lee;University of California, Berkeley;1990","Badgett, M. V.Lee",6602687555,1990
"Badham, Richard;University of Warwick","Badham, Richard John",6701614114,
"Badinelli, Ralph D.;Purdue University;1982","Badinelli, Ralph D.",6602652331,1982
"Badovick, Gordon J.;University of Oregon;1988","Badovick, Gordon J.",24785843200,1988
"Badrinath, Swaminathan G.;Purdue University;1985","Badrinath, Swaminathan G.",7005275937,1985
"Badu, Yaw Agyeman;University of South Carolina;1980","Badu, Yaw Agyeman",8943893900,1980
"Badu, Yaw;University of South Carolina;1980","Badu, Yaw Agyeman",8943893900,1980
"Bae, Benjamin R.;Temple University;1998","Bae, Benjamin",15031287800,1998
"Bae, Gil Soo;University of Minnesota;1994","Bae, Gil",24922964800,1994
"Bae, Jay;University of California, Los Angeles;1993","Bae, Jay P.",57199910391,1993
"Bae, Kee-Hong;Ohio State University;1993","Bae, Kee Hong",7102682064,1993
"Bae, Sanghoo;Michigan State University;2003","Bae, Sanghoo",23487678900,2003
"Bae, Sung C.;University of Florida;1987","Bae, Sung C.",7202714641,1987
"Bae, Yong-Kyun","Bae, Yong-kyun",49560908200,
"Bae, Youngsoo;Ohio State University;2006","Bae, Youngsoo",44861020900,2006
"Baek, In-Mee;Indiana University;1990","Baek, Inmee",7003359941,1990
"Baen, John S.;Texas A&M University;1982","Baen, John S.",9337843700,1982
"Baen, John;Texas A&M University;1982","Baen, John S.",9337843700,1982
"Baer, Robert B.;Miami University;1981","Baer, Robert",57213455167,1981
"Baer, Werner;Harvard University;1958","Baer, Werner",7006533101,1958
"Baetz, Mark C.;University of Western Ontario;1980","Baetz, Mark C.",6701643550,1980
"Bagamery, Bruce D.;Northwestern University;1982","Bagamery, Bruce D.",57190929078,1982
"Bagby, D. Ray;University of South Carolina;1983","Bagby, D. Ray",6506537535,1983
"Bagchee, Deepika;University of Washington;2003","Bagchee, Deepika",26031925200,2003
"Bagchi, Aniruddha;Vanderbilt University","Bagchi, Aniruddha",24472910300,
"Bagchi, Prabir K.;University of Tennessee;1986","Bagchi, Prabir K.",15759402700,1986
"Bagchi, Uttarayan;Pennsylvania State University;1982","Bagchi, Uttarayan",6602879379,1982
"Bagheri, Fatholla;University of Pennsylvania;1978","Bagheri, Fatholla M.",55407886800,1978
"Bagheri, Fathollah;University of Pennsylvania;1978","Bagheri, Fathollah M.",15135170600,1978
"Baginski, Stephen P.;University of Illinois;1986","Baginski, Stephen P.",6701742210,1986
"Bagnoli, Mark;Princeton University;1985","Bagnoli, Mark",7003400536,1985
"Bagwell, Kyle W.;Stanford University;1986","Bagwell, Kyle W.",6701550636,1986
"Bahaee, S. Mahmood;Arizona State University;1987","Bahaee, Mahmood S.",26321374000,1987
"Bahari-Kashani, Hamid;Washington State University;1983","Bahari-Kashani, Hamid",6504522490,1983
"Bahl, Roy W. Jr.;University of Kentucky;1965","Bahl, Roy W.",7005774296,1965
"Bahmani-Oskooee, Mohsen;Michigan State University;1981","Bahmani-Oskooee, Mohsen",7005202443,1981
"Bahnson, Paul R.;University of Utah;1987","Bahnson, Paul R.",35602842900,1987
"Bahrami, Bahman;University of Nebraska;1983","Bahrami, Bahman",55369202000,1983
"Bai, Jinhui;Yale University","Bai, Jinhui",14123138400,
"Bai, Jushan J.;University of California, Berkeley;1992","Bai, Jushan",13402687300,1992
"Baicker, Katherine;Harvard University;1998","Baicker, Katherine",6603361567,1998
"Baier, Scott L.;Michigan State University;1996","Baier, Scott L.",7004813348,1996
"Baier, Scott;Michigan State University;1996","Baier, Scott L.",7004813348,1996
"Baik, Bok;University of California, Berkeley;2003","Baik, Bok",24066615000,2003
"Baik, Kyung H.;Virginia Polytechnic Institute and State University;1989","Baik, Kyung Hwan",7006581891,1989
"Bailes, Jack C.;University of Washington;1973","Bailes, Jack",36010303800,1973
"Bailetti, A.;University of Cincinnati;1976","Bailetti, Antonio J.",6601995948,1976
"Bailetti, Tony;University of Cincinnati;1976","Bailetti, Antonio J.",6601995948,1976
"Bailey, Allan R.;University of California, Los Angeles;1969","Bailey, Allan R.",57201183521,1969
"Bailey, Andrew D. Jr.;Ohio State University;1971","Bailey, Andrew D.",56243148800,1971
"Bailey, Barrie;University of Central Florida","Bailey, Barrie",8247924800,1996
"Bailey, Barrie;University of Central Florida;1996","Bailey, Barrie",8247924800,1996
"Bailey, Charles D.;Georgia State University;1981","Bailey, Charles D.",8144822400,1981
"Bailey, Christopher;Texas A&M University;2004","Bailey, Christopher",36647384200,2004
"Bailey, DeeVon;Texas A&M University;1983","Bailey, Dee Von",35605665500,1983
"Bailey, Eldon R.;Louisiana State University;1970","Bailey, Eldon R.",35866370800,1970
"Bailey, Elizabeth E.;Princeton University;1972","Bailey, Elizabeth E.",7202986258,1972
"Bailey, James A.;University of Nebraska;1992","Bailey, James",7404350735,1992
"Bailey, Janet;University of North Texas;1997","Bailey, Janet L.",7404351458,1997
"Bailey, Jeffrey;University of Akron;1991","Bailey, Jeffrey J.",36854449200,1991
"Bailey, Joan;Yale University;1971","Bailey, Joan",57222248557,1971
"Bailey, Warren B.;University of California, Los Angeles;1986","Bailey, Warren",7201648385,1986
"Bailey, Wendy;University of Pittsburgh;2000","Bailey, Wendy J.",54583212400,2000
"Baillie, Richard T.;London School of Economics and Political Science;1978","Baillie, Richard T.",7005602679,1978
"Baillie, Richard;London School of Economics and Political Science;1978","Baillie, Richard T.",7005602679,1978
"Bails, Dale G.;University of South Dakota;1978","Bails, Dale G.",16482341800,1978
"Bailyn, Lotte L.;Harvard University;1956","Bailyn, Lotte",6602091744,1956
"Baim, Dean;University of California, Los Angeles;1988","Baim, Dean V.",56624137300,1988
"Baiman, Ron;The New School;1989","Baiman, Ron P.",8144845300,1989
"Baiman, Stanley;Stanford University;1974","Baiman, Stanley",6602662283,1974
"Bain, Craig E.;Texas A&M University;1987","Bain, Craig E.",56103490500,1987
"Bain, Trevor;University of California, Berkeley;1964","Bain, Trevor",24532812100,1964
"Bainbridge, D. Raymond;Lehigh University;1978","Bainbridge, D. Raymond",24438940700,1978
"Baird, Charles W.;University of California, Berkeley;1968","Baird, Charles W.",7005992433,1968
"Baird, Jane E.;University of Cincinnati;1994","Baird, Jane E.",55292693500,1994
"Baird, Lloyd;Michigan State University;1975","Baird, Lloyd S.",7005103796,1975
"Baird, Philip;University of Tennessee;1993","Baird, Philip L.",54415400600,1993
"Baird, Robert N.;University of Kentucky;1965","Baird, Robert N.",24427240900,1965
"Bajari, Patrick;University of Minnesota;1997","Bajari, Patrick",6602648108,1997
"Bajeux, Isabelle;University of Paris;1989","Bajeux-Besnainou, Isabelle",6508149643,1989
"Bajona, Claustre;University of Minnesota","Bajona, Claustre",24166142700,
"Bajtelsmit, Vickie;University of Pennsylvania;1993","Bajtelsmit, Vickie Lynn",25635126400,1993
"Baker, C. Richard;University of California, Los Angeles;1975","BAKER, C. RICHARD",55418221700,1975
"Baker, Douglas D.;University of Nebraska;1983","Baker, Douglas D.",7404141419,1983
"Baker, Edward A. Jr.;University of North Carolina;1999","Baker, Edward A.",8718629800,1999
"Baker, Elizabeth;Virginia Commonwealth University;2006","Baker, Elizabeth White",23011749000,2006
"Baker, Ellen;University of London","Baker, Ellen",7401660665,
"Baker, Jack D.;University of Missouri;1980","Baker, Jack",7404127282,1980
"Baker, Joanna R.;Clemson University;1983","Baker, Joanna R.",7404127829,1983
"Baker, Joe M.;University of Utah;1977","Baker, Joe G.",7404127708,1977
"Baker, Kenneth G.;University of Oregon;1980","Baker, Kenneth G.",7401611476,1980
"Baker, Kenneth R.;Cornell University;1969","Baker, Kenneth R.",7401611071,1969
"Baker, Mae;Leeds University;1994","Baker, Mae",55461404200,1994
"Baker, Malcolm;Harvard University;2000","Baker, Malcolm P.",7403075430,2000
"Baker, Michael;University of Michigan;1990","Baker, Michael S.",57198928919,1990
"Baker, Pamela S.;University of North Texas;1996","Baker, Pamela",57447321800,1996
"Baker, Richard E.;University of Wisconsin, Madison;1974","Baker, Richard E.",56407227600,1974
"Baker, Richard L.;Pennsylvania State University;1984","Baker, Richard L.",57199150408,1984
"Baker, Ronald;Indiana University;2005","Baker, Ronald J.",55452062600,2005
"Baker, Samuel H. III;University of Virginia;1970","Baker, Samuel T.",57190036687,1970
"Baker, Stephen","Baker, Karen Keller",57239246600,
"Baker, Stephen A.;University of York;1982","Baker, Stephen A.",57190236650,1982
"Baker, Terry A.;University of Kentucky;1998","Baker, Terry A.",22937113500,1998
"Baker, Tim;Ohio State University;1994","Baker, Tim Kevin",7402604979,1994
"Baker, W. Kevin;Virginia Polytechnic Institute and State University;1993","Baker, W. Kevin",57189649627,1993
"Baker, Wayne E.;Northwestern University;1981","Baker, Wayne E.",7202916309,1981
"Baker, William M.;Virginia Polytechnic Institute and State University;1987","Baker, William M.",37103607000,1987
"Bakes, Catherine;Pennsylvania State University;1982","Bakes, Catherine Murphy",6507215739,1982
"Bakos, Yannis;University of Massachusetts;1988","Bakos, Yannis",6603422899,1988
"Baks, Klaas;University of Pennsylvania;2003","Baks, Klaas P.",6507709267,2003
"Bakshi, Gurdip;University of Wisconsin, Madison;1992","Bakshi, Gurdip S.",55879597300,1992
"Balaban, Rita;University of Pittsburgh;2000","Balaban, Rita A.",57191335148,2000
"Balachandra, R.;Columbia University;1975","Balachandra, Ramaiya",6603964149,1975
"Balachandran, Bala V.;Carnegie Mellon University;1973","Balachandran, Bala V.",7004287665,1973
"Balachandran, Balasingham","Balachandran, Balasingham",57191745435,
"Balachandran, K. R.;University of California, Berkeley;1968","Balachandran, Kashi R.",7005369845,1968
"Balachandran, Sudhakar;Harvard University;2000","Balachandran, Sudhakar V.",12778910300,2001
"Balachandran, Sudhakar;Harvard University;2001","Balachandran, Sudhakar V.",12778910300,2001
"Balak, Benjamin;University of North Carolina;2001","Balak, Benjamin",56409883500,2001
"Balakrishnan, Jaydeep;Indiana University;1991","Balakrishnan, Jaydeep",7006455366,1991
"Balakrishnan, Nagraj;Purdue University;1987","Balakrishnan, Nagraj (Raju)",7103265867,1987
"Balakrishnan, Ramji;Columbia University;1986","Balakrishnan, Ramji",7006221858,1986
"Balas, Egon;Brussels University;1968","Balas, Egon",7006375506,1968
"Balasooriya, Uditha;University of Western Ontario;1981","Balasooriya, Uditha",56153294600,1981
"Balasubramanian, Elango;CUNY","Elango, Balasubramanian",6602342419,
"Balasubramanian, P. R.;New York University;1994","Balasubramanian, P. R.",56402020700,1994
"Balasubramanyam, V. N.;University of Illinois;1970","Balasubramanyam, V. M.",6603988405,1970
"Balatbat, Maria;University of Sydney;1998","C. A. Balatbat, Maria",13612566400,1998
"Baldani, Jeffrey P.;Cornell University;1983","Baldani, Jeffrey P.",24789954800,1983
"Baldenius, Tim;University of Vienna;1998","Baldenius, Tim",6603186361,1998
"Balderas, Ulyses;University of Colorado;2005","Balderas, J. Ulyses",23026862600,2005
"Baldsdon, Edmund;University of California, Santa Barbara;2000","Balsdon, Edmund M.",6508227732,2000
"Balduzzi, Pierluigi;University of California, Los Angeles;1991","Balduzzi, Pierluigi",7004496930,1991
"Baldwin, Amelia A.;Virginia Polytechnic Institute and State University;1991","Baldwin, Amelia Annette",7202822215,1991
"Baldwin, Bruce A.;Arizona State University;1979","Baldwin, Bruce A.",24485973400,1979
"Baldwin, Dirk S.;Texas Tech University;1989","Baldwin, Dirk",55429377200,1989
"Baldwin, Jane N.;University of Arkansas;1985","Baldwin, Jane",7402663131,1985
"Baldwin, Marjorie L.;Syracuse University;1988","Baldwin, Marjorie L.",7202508403,1988
"Baldwin, T. J.;University of East Anglia","Baldwin, Trevor J.",39060897000,
"Baldwin, Timothy T.;Michigan State University;1988","Baldwin, Timothy T.",7103323316,1988
"Balfour, G. Alan;Michigan State University;1975","Balfour, Alan",55220331100,1975
"Bali, Turan;CUNY;1998","Bali, Turan G.",6603902847,1998
"Baliamoune, Mina;Northeastern University;1995","Baliamoune-Lutz, Mina",6505967122,1995
"Baligh, Helmy H.;University of California, Berkeley;1963","Baligh, Helmy H.",6603323886,1963
"Balik, Robert;University of Iowa;1984","Balik, Robert J.",57193672849,1984
"Balkan, Erol M.;Binghamton University;1988","Balkan, Erol M.",7004109011,1988
"Balke, Nathan S.;Northwestern University;1986","Balke, Nathan S.",6603795679,1986
"Balkin, David B.;University of Minnesota;1981","Balkin, David B.",6701853515,1981
"Ball, Chris;Texas A&M University;2003","Ball, Christopher Stephen",57195943495,2003
"Ball, Clifford A.;University of New Mexico;1980","Ball, Clifford A.",7201923576,1980
"Ball, David S.;University of North Carolina;1967","Ball, David S.",57165300000,1967
"Ball, David Stafford;University of North Carolina;1967","Ball, David A.",57189739333,1967
"Ball, Ian;Birmingham University;1976","Ball, Ian",35979367100,1976
"Ball, Jennifer;University of Southern California;2001","Ball, Jennifer Ann",8686546100,2001
"Ball, Laurence M.;Massachusetts Institute of Technology;1986","Ball, Laurence M.",7102281952,1986
"Ball, Michael O.;Cornell University;1977","Ball, Michael O.",7202689526,1977
"Ball, Sheryl B.;Northwestern University;1991","Ball, Sheryl B.",7202536646,1991
"Ballard, Charles L.;Stanford University;1983","Ballard, Charles L.",7101938624,1983
"Ballenger, Robert;Lehigh University;1996","Ballenger, Robert M.",55349427800,1996
"Ballinger, T. Parker;University of Houston;1999","Ballinger, T. Parker",57064057200,1999
"Ballman, Richard J. Jr.;lowa;1977","Ballman, R. J.",6602474903,1977
"Ballou, Brian;Michigan State University;1996","Ballou, Brian",15126727900,1996
"Ballou, Dale;Yale University;1989","Ballou, Dale",7005613901,1989
"Ballou, Deborah J.;Carnegie Mellon University;1995","Ballou, Deborah J.",7005613595,1995
"Ballou, Jeffrey P.;Northwestern University;2000","Ballou, Jeffrey P.",8960598000,2000
"Ballou, Ronald H.;Ohio State University;1965","Ballou, Ronald H.",7005423932,1965
"Baloff, Nicholas;Stanford University;1963","Baloff, Nicholas",6603321048,1963
"Balotsky, Edward;Temple University;1999","Balotsky, Edward R.",6507438841,1999
"Balsam, Steven;CUNY, Baruch College;1991","Balsam, Steven",6506539775,1991
"Balsara, Nauzer;Columbia University;1986","Balsara, Nauzer J.",12038866300,1986
"Balser, DeBorah;Cornell University","Balser, Deborah B.",7003562022,
"Baltagi, Badi H.;University of Pennsylvania;1979","Baltagi, Badi H.",7004421421,1979
"Balthazard, Pierre A.;University of Arizona;1993","Balthazard, Pierre A.",6602644620,1993
"Balthazard, Pierre;University of Arizona;1993","Balthazard, Pierre A.",6602644620,1993
"Balvers, Ronald J.;University of Pittsburgh;1984","Balvers, Ronald J.",6603550073,1984
"Balyeat, Brian;Duke University;1998","Balyeat, R. Brian",15727462700,1998
"Balyeat, R. Brian;Duke University;1998","Balyeat, R. Brian",15727462700,1998
"Bamber, E. Michael;Ohio State University;1980","Bamber, E. Michael",6602459910,1980
"Bamber, Linda S.;Ohio State University;1983","Bamber, Linda Smith",6602551193,1983
"Bamford, Charles E.;University of Tennessee;1997","Bamford, Charles E.",7004811938,1997
"Banai, Moshe;University of London;1985","Banai, Moshe",7003538917,1985
"Banaian, King;Claremont McKenna College;1986","Banaian, King",6507174490,1986
"Banbury, Catherine;University of Michigan;1994","Banbury, Catherine M.",6504707227,1994
"Bandopadhyaya, Arindam;Indiana University;1991","Bandopadhyaya, Arindam",6506788934,1991
"Bandy, Dale;University of Texas at Austin;1972","Bandy, Dale",7003654676,1972
"Bandyopadhyay, Sati P.;University of Iowa;1989","Bandyopadhyay, Sati P.",7402057878,1989
"Bandyopadhyay, Subhayu;University of Maryland, College Park;1994","Bandyopadhyay, Subhayu",7402059366,1994
"Bandyopadhyay, Sudeshna;University of Maryland, College Park;1992","Bandyopadhyay, Sudeshna C.",55757780393,1992
"Banerjee, Abhijit V.;Harvard University;1988","Banerjee, Abhijit V.",7402886108,1988
"Banerjee, Ajeyo;University of Massachusetts;1990","Banerjee, Ajeyo",7402886321,1990
"Banerjee, Avijit;Ohio State University;1977","Banerjee, Avijit",56391690800,1977
"Banerjee, Gaurango;University of Alabama;1997","Banerjee, Gaurango",7006313470,1997
"Banerjee, Guarango;University of Alabama, Birmingham;1997","Banerjee, Gaurango",7006313470,1997
