dep,name,rank,area,degree,grad_year,school,since,annotation
University of North Dakota,"Flynn, David",Asst,GRNT,PHD,1,Indiana,2001,
University of North Dakota,"Goenner, Cullen",Asst,CEG,PHD,1,Wisconsin,2001,
University of North Dakota,"Owens, Daniel",Asst,GL,ABD,,Kentucky,2000,
University of North Dakota,"Rauh, Michael",Asst,CD,PHD,97,J Hopkins,2003,
University of North Dakota,"Snaith, Sean",Asst,EFC,PHD,96,Penn St,2001,
University of North Florida,"Fane, Gary",Dean,Atg,PHD,74,Florida,1975,
University of North Florida,"Mason, Paul M.",C-Pr,HE,PHD,84,Tx-Austin,1985,
University of North Florida,"Shapiro, Stephen L.",Prof,AH,PHD,72,S Carol,1972,"Director, Center for Economic Education"
University of North Florida,"Steagall, Jeffrey W.",Prof,FAC,PHD,90,Wisconsin,1990,Director Inernational Business Program
University of North Florida,"Traynham, Earle C. Jr.",Prof,DJ,PHD,73,S Carol,1973,
University of North Florida,"Stranahan, Harriett",Assoc,JGD,PHD,95,Wash,1994,
University of North Florida,"Baliamoune, Mina",Asst,EO,PHD,95,Northeas,2001,
University of North Florida,"Gallo, Andres",Asst,BO,PHD,3,Illinois,2003,
University of North Florida,"Johnson, Christopher",Asst,DR,PHD,3,Alabama,2003,
North Georgia Col & St Univ,"Skelly, Gerald U.",Dean,Mkgt,PHD,78,Fla St,1993,
North Georgia Col & St Univ,"Grant, Clayton",H-Pr,K,PHD,71,Clemson,1985,
North Georgia Col & St Univ,"DeBerry, Thomas W.",Prof,A,PHD,94,Tx Tech,1995,
North Georgia Col & St Univ,"Campbell, Noel",Asst,H,PHD,97,GeoMason,1998,
University of North Texas,"Burggrew, Warren",Dean,,,,,,
University of North Texas,"Cobb, Steven Lee",C-Ac,AFOP,PHD,87,N Carol,1987,
University of North Texas,"Koelln, Kenneth",Assoc,LI,PHD,91,Florida,1991,
University of North Texas,"McPherson, Michael",Assoc,AOFD,PHD,92,Mich St,1992,
University of North Texas,"Molina, David Jude",Assoc,CDFR,PHD,83,Tx A&M,1991,
University of North Texas,"Nieswiadomy, Michael L.",Assoc,HRIQ,PHD,83,Tx A&M,1985,
University of North Texas,"Rous, Jeffrey J.",Assoc,DIN,PHD,96,N Carol,1996,
University of North Texas,"Hauge, Janice A.",Asst,DHLI,PHD,1,Florida,2002,
University of North Texas,"Jewell, R. Todd",Asst,HJ,PHD,92,Ca-SnBarb,1996,
University of North Texas,"Lopez, Edward J.",Asst,DHKL,PHD,97,GeoMason,1998,
University of North Texas,"Strazicich, Mark",Asst,EOCF,PHD,89,U Wash,2000,
University of North Texas,"Tieslau, Margie",Asst,EC,PHD,92,Mich St,1992,
Northeastern University,"Morrison, Steven A.",C-Pr$,,PHD,79,Berkeley,1982,
Northeastern University,"Alam, M. Shahid",Prof,,PHD,79,W Ontario,1988,
Northeastern University,"Fraumeni, Barbara M.",Prof,,PHD,80,Boston C,1982,
Northeastern University,"Hellman, Daryl A.",Prof,,PHD,70,Rutgers,1972,Graduate Coordinator
Northeastern University,"Kim, Sungwoo",Prof,,PHD,57,Berkeley,1972,
Northeastern University,"Schachter, Gustav",Prof,,PHD,62,NYU,1965,
Northeastern University,"Sum, Andrew M.",Prof,,MA,71,MIT,1971,
Northeastern University,"Alper, Neil O.",Assoc,,PHD,77,Pittsburgh,1979,
Northeastern University,"Brookins, Oscar T.",Assoc,,PHD,76,SUNY-Buf,1983,
Northeastern University,"Dadkhah, Kamran N.",Assoc,,PHD,75,Indiana,1981,
Northeastern University,"Dyer, Alan W.",Assoc,,PHD,82,Maryland,1983,Undergraduate Coordinator
Northeastern University,"Wassall, Gregory H.",Assoc,,PHD,78,Rutgers,1979,
Northeastern Illinois Univ,"Forhan, Kate",Dean,,,,,,
Northeastern Illinois Univ,"Stehman, Diane",C-Ac,CL,PHD,86,Il-Chicago,1978,
Northeastern Illinois Univ,"Freiberg, Lewis",Prof,DHI,PHD,72,Kentucky,1982,
Northeastern Illinois Univ,"Stuart, Edward F.",Prof,FP,PHD,78,Oklahoma,1986,
Northeastern Illinois Univ,"Bergan, Daniel J.",Assoc,ADEG,PHD,85,Tx Tech,,
Northeastern Illinois Univ,"Brewton, Audie R.",Assoc,CBDN,PHD,79,Utah,1984,
Northeastern Illinois Univ,"Collum, Thomas E.",Asst,LDHP,MA,75,Nrthwstrn,1977,
Northeastern State Univ,"Dotson, Penny C.",Dean,Mktg,EDD,94,Arkansas,1977,
Northeastern State Univ,"Hileman, A. Eugene",C-Pr,AGM,PHD,71,Tennessee,1988,
Northeastern State Univ,"Pjesky, Rex",Asst,HRO,PHD,2,Oklahoma,2002,
Northeastern State Univ,"Wier, Thomas",Asst,RCB,PHD,89,Tennessee,1998,
Northern Arizona University,"Gerety, Mason S.",Dean,Fnce,PHD,86,U Wash,8-93,
Northern Arizona University,"Gunderson, Ronald J.",C-Pr,DR,PHD,77,Nebraska,1977,
Northern Arizona University,"Brown, Douglas",Prof,OP,PHD,85,Colo St,1985,
Northern Arizona University,"Jerrell, Max E.",Prof,EC,PHD,84,Ariz St,1981,
Northern Arizona University,"Pinto, James V.",Prof,DC,PHD,75,Oklahoma,1981,
Northern Arizona University,"Campione, Wendy A.",Assoc,HJ,PHD,84,Illinois,1981,
Northern Arizona University,"Smith, Dean G.",Assoc,RC,PHD,85,Tx A&M,1989,
Northern Arizona University,"Caliendo, Frank",Asst,EH,PHD,3,Utah St,2003,
Northern Arizona University,"Ng, Pin T.",Asst,CF,PHD,89,Illinois,2001,
Northern Arizona University,"Foster, Dennis",Inst,AM,PHD,91,Hawaii,1990,
Northern Arizona University,"Eastwood, John D.",Lect,CD,MS,80,Wyoming,1990,
Univ of Northern Colorado,"Flake, Sandra",Dean,Eng,PHD,74,Wisconsin,1997,
Univ of Northern Colorado,"Graham, Patricia E.",C-Ac,IJOQ,PHD,88,Colo St,1988,
Univ of Northern Colorado,"Livingston, Marie L.",Prof,FHOQ,PHD,84,Colo St,1985,
Univ of Northern Colorado,"Aske, David",Assoc,AITR,PHD,92,Nebraska,1992,
Univ of Northern Colorado,"Connolly, Laura",Assoc,HL,PHD,,Nrthwstrn,2000,
Univ of Northern Colorado,"Kallon, Kelfala M.",Assoc,EFHO,PHD,83,Virginia,1993,
Univ of Northern Colorado,"McDaniel, Bruce A.",Assoc,OGMQ,PHD,79,Colo St,1992,
Univ of Northern Colorado,"Corman, Rhonda",Lect,,MA,,Colo St,,
Univ of Northern Colorado,"Marston, Christine",Lect,,PHD,,Colo St,,
Northern Illinois Univ,"Kitterle, Frederick",Dean,,,,,7-95,
Northern Illinois Univ,"Katz, Eliakim",C-Pr,CD,PHD,76,London,1976,
Northern Illinois Univ,"Dalal, Ardeshir J.",Prof,D,PHD,77,Iowa,1977,
Northern Illinois Univ,"Kim, Young Chin",Emer,O,PHD,68,Columbia,1970,
Northern Illinois Univ,"Kwon, Jene K.",Emer,E,PHD,68,Iowa,1968,
Northern Illinois Univ,"Mohabbat, Khan A.",Prof,E,PHD,64,SUNY-Buf,1968,
Northern Illinois Univ,"Nord, Steven",Prof,R,PHD,76,Illinois,1979,
Northern Illinois Univ,"Scaperlanda, Anthony E.",Emer,F,PHD,64,Tx-Austin,1964,
Northern Illinois Univ,"Williams, Martin",Prof,R,PHD,76,SUNY-Bin,1976,
Northern Illinois Univ,"Campbell, Carl M. III",Assoc,E,PHD,88,Princeton,1999,Assistant Chair
Northern Illinois Univ,"Karlson, Stephen",Assoc,D,PHD,80,Wisconsin,1986,
Northern Illinois Univ,"Porter-Hudak, Susan",Assoc,C,PHD,82,Wisconsin,1982,
Northern Illinois Univ,"Slotsve, George A.",Assoc,JD,PHD,89,Wisconsin,1996,
Northern Illinois Univ,"Temple, Judy A.",Assoc,H,PHD,90,Mich St,1989,
Northern Illinois Univ,"Wilcox-Gok, Virginia L.",Assoc,J,PHD,84,Wash U,1994,
Northern Illinois Univ,"Jain, Neelam",Asst,GL,PHD,95,Minnesota,8-03,
Northern Illinois Univ,"Lee, Woojin",Asst,H,PHD,98,Ca-Davis,2001,
University of Northern Iowa,"Moussavi, Farzad",Dean,Mgt,PHD,85,Arkansas,1985,
University of Northern Iowa,"Abraham, Fred J.",H-Pr,AEHK,PHD,73,Oregon,1973,
University of Northern Iowa,"Hakes, David R.",Prof,BEFG,PHD,85,Iowa St,1992,
University of Northern Iowa,"Isakson, Hans R.",Prof,,PHD,78,Wisconsin,1990,
University of Northern Iowa,"McCormick, Kenneth J.",Prof,BEA,PHD,82,Iowa St,1982,
University of Northern Iowa,"Rives, Janet M.",Prof,ADJM,PHD,71,Duke,1984,
University of Northern Iowa,"Alam, M. Imam",Assoc,CFO,PHD,95,Illinois,1996,
University of Northern Iowa,"Brown, Ken",Assoc,CR,PHD,94,Illinois,1994,
University of Northern Iowa,"Uyar, Bulent",Assoc,ACH,PHD,77,Pittsburgh,1991,
University of Northern Iowa,"Amin, Shahina",Asst,,PHD,97,Illinois,2000,
University of Northern Iowa,"Jepsen, Lisa",Asst,,PHD,98,Vanderbilt,2000,
University of Northern Iowa,"Kanago, Bryce",Asst,E,PHD,88,Iowa,2000,
University of Northern Iowa,"Fuhrman, Jennifer",Inst,,MA,98,Miami U,1999,
University of Northern Iowa,"Lindell, Lois A.",Inst,,BA,80,Wi-White,1996,Associate Director of UNI Center for Economic Education
University of Northern Iowa,"Mardis, Barbara K.",Inst,C,MBA,81,N Iowa,1981,
University of Northern Iowa,"Parkes, Andrew",Inst,,PHD,96,Okla St,2002,
Northern Kentucky Univ,"Carrell, Michael R.",Dean,Mgt,DBA,76,Kentucky,7-98,
Northern Kentucky Univ,"Lang, Nancy A.",C-Ac,AD,EDD,83,Georgia,1983,Director Center for Economic Education
Northern Kentucky Univ,"Cate, Thomas H.",Prof,,PHD,79,Fla St,1975,
Northern Kentucky Univ,"Clayton, Gary E.",Prof,,PHD,74,Utah,1980,
Northern Kentucky Univ,"Giesbrecht, Martin G.",Prof,,PHD,58,Munich,1987,
Northern Kentucky Univ,"Noyd, Louis E.",Assoc,,PHD,73,Oregon,1972,
Northern Kentucky Univ,"Simkonis, Carl",Lect,AEMP,MPA,91,Nrthrn Ky,2000,
Northern Michigan Univ,"Magnaghi, Russell M.",H,,,,,,
Northern Michigan Univ,"Prychitko, David L.",H-Pr,ABP,PHD,89,GeoMason,1997,
Northern Michigan Univ,"Swaine, Howard R.",Prof,AKDH,PHD,65,UCLA,1966,
Northern Michigan Univ,"Ferrarini, Tawni",Asst,ANO,PHD,95,Wash U,1997,
Northern Michigan Univ,"Quinn, Robert",Asst,AIJ,PHD,95,U Miami,2001,
Northern Michigan Univ,"Steffens, Karin",Asst,AFQ,PHD,99,Mich St,1999,
Northern State University,"Arnold, Clyde L.",Dean,,PHD,82,Oklahoma,1988,
Northern State University,"Trierweiler, John",C-Pr,,PHD,70,Nebraska,1985,
Northern State University,"Neumann, Hillar Jr.",Assoc,,PHD,86,Rutgers,1983,
Northern State University,"Chaudhrey, Mukesh",Asst,,PHD,94,Clev St,1995,
Northern State University,"Peterson, John E.",Asst,,PHD,97,Kansas,1992,
Northern State University,"Savitski, David",Asst,,PHD,97,UCLA,1997,
Northwest Missouri St Univ,"DeYoung, Ronald C.",Dean,BEd,EDD,71,N Illinois,1984,
Northwest Missouri St Univ,"McLaughlin, Patrick",C-Ac,K,JD,78,Mo-Ks Cty,1978,
Northwest Missouri St Univ,"Jelavich, Mark S.",Prof,FR,PHD,80,J Hopkins,1981,
Northwest Missouri St Univ,"Kharadia, Virabhai C.",Prof,AED,PHD,73,Illinois,1973,
Northwest Missouri St Univ,"Collier, Ben",Assoc,ADFK,PHD,84,Purdue,1981,
Northwest Missouri St Univ,"White, Jason T.",Asst,AGHM,PHD,3,Mo-Ks Cty,1999,
Northwestern University,"Linzer, Daniel",Dean,,PHD,,Princeton,2002,
Northwestern University,"Eichenbaum, Martin",C-Pr,E,PHD,81,Minnesota,1988,
Northwestern University,"Alexis, Marcus",Prof,R,PHD,59,Minnesota,1985,
Northwestern University,"Braeutigam, Ronald R.",Prof,L,PHD,76,Stanford,1975,
Northwestern University,"Christiano, Lawrence",Prof,E,PHD,82,Columbia,1992,
Northwestern University,"Coen, Robert M.",Prof,E,PHD,67,Nrthwstrn,1971,
Northwestern University,"Dekel, Eddie",Prof,C,PHD,86,Harvard,1993,
Northwestern University,"Gordon, Robert J.",Prof,E,PHD,67,MIT,1973,
Northwestern University,"Horowitz, Joel",Prof,C,PHD,67,Cornell,2001,
Northwestern University,"Manski, Charles F.",Prof,C,PHD,73,MIT,1997,
Northwestern University,"Matsuyama, Kiminori",Prof,O,PHD,87,Harvard,1987,
Northwestern University,"Matzkin, Rosa L.",Prof,C,PHD,86,Minnesota,1992,
Northwestern University,"Meyer, Bruce",Prof,H,PHD,87,MIT,1987,
Northwestern University,"Mokyr, Joel",Prof,N,PHD,74,Yale,1974,
Northwestern University,"Mortensen, Dale T.",Prof,J,PHD,67,Car Mellon,1965,
Northwestern University,"Moses, Leon N.",Prof,D,PHD,52,Harvard,1959,
Northwestern University,"Panzar, John C.",Prof,L,PHD,75,Stanford,1983,
Northwestern University,"Porter, Robert H.",Prof,L,PHD,81,Princeton,1987,
Northwestern University,"Reiter, Stanley",Prof,C,PHD,55,Chicago,1967,
Northwestern University,"Rogerson, William P.",Prof,L,PHD,81,Cal Tech,1986,
Northwestern University,"Weisbrod, Burton A.",Prof,H,PHD,58,Nrthwstrn,1990,
Northwestern University,"Whinston, Michael D.",Prof,L,PHD,84,MIT,1996,
Northwestern University,"Wolinsky, Asher",Prof,C,PHD,80,Stanford,1988,
Northwestern University,"Ferrie, Joseph",Assoc,N,PHD,92,Chicago,1991,
Northwestern University,"Taber, Christopher",Assoc,J,PHD,95,Chicago,1995,
Northwestern University,"Chung, Kim-Sau",Asst,C,PHD,99,Wisconsin,1999,
Northwestern University,"Hu, Luojia",Asst,J,PHD,97,Princeton,2000,
Northwestern University,"Monge, Alexander",Asst,E,PHD,99,Chicago,1999,
Northwestern University,"Moriguchi, Chiaki",Asst,N,PHD,98,Stanford,2001,
Northwestern University,"Nagypal, Eva",Asst,E,PHD,1,Stanford,2003,
Northwestern University,"Olszewski, Wojciech",Asst,C,PHD,98,Princeton,2001,
Northwestern University,"Pavan, Alejandro",Asst,C,PHD,1,MIT,2001,
Northwestern University,"Siniscalchi, Marciano",Asst,C,PHD,98,Stanford,2002,
Northwestern University,"Zheng, Charles",Asst,C,PHD,99,Minnesota,1999,
Northwestern University,"Schulz, Eric",SLect,E,PHD,94,Nrthwstrn,2000,
Northwestern University,"Witte, Mark",SLect,E,PHD,97,Nrthwstrn,1997,
Northwestern University,"Savage, Ian P.",SLect,L,PHD,84,Leeds,1986,Assistant Chairperson
Northwestern University,"Worthington, Paula",Lect,L,PHD,88,Nrthwstrn,2001,
Northwestern State U of LA,"Worley, Joel K.",Dean,Mgt,PHD,83,Va Tech,,
Northwestern State U of LA,"Elliott, Stephen",Prof,GM,PHD,83,La Tech,,
Northwestern State U of LA,"Jones, Robert C. III",Assoc,,PHD,91,UCLA,,
Northwood University,"Chen, Catherine W.",Dean,Lit,PHD,75,Minnesota,1974,
Northwood University,"Amin, R. John",H-Pr,BDFM,PHD,78,Cincinnati,9-86,
Northwood University,"Haywood, Dale M.",Prof,,PHD,80,North Tx,,
Northwood University,"Luptowski, Thomas S.",Prof,,BS,,,,
Northwood University,"Matcheck, Dale C.",Asst,Q,PHD,93,Cornell,1995,
Norwich University,"Rotondi, Robert T.",C-Pr,Atg,MBA,71,Fordham,9-77,
Norwich University,"Murtaugh, Frank M. Jr.",H-Ac,,PHD,81,Emory,1982,
Norwich University,"Hurd, John II",Prof,,PHD,69,Penn,1978,
Norwich University,"Mohaghegh, Mehdi",Assoc,,PHD,86,Clark,1986,
University of Notre Dame,"Woo, Carolyn Y.",Dean,Mgt,PHD,79,Purdue,1997,
University of Notre Dame,"Cosimano, Thomas",Prof,EF,PHD,79,SUNY-Buf,1987,
University of Notre Dame,"Gresik, Thomas A.",Prof,D,PHD,87,Penn,2000,
University of Notre Dame,"Keating, Barry P.",Prof,R,PHD,74,Notre Dm,1978,
University of Notre Dame,"Sheehan, Richard G.",Prof,R,PHD,78,Boston C,1987,
University of Notre Dame,"Bergstrand, Jeffrey",Assoc,EF,PHD,81,Wisconsin,1986,
University of Notre Dame,"Trubac, Edward R.",Assoc,R,PHD,65,Syracuse,1971,
University of Notre Dame,"Korniotis, George",Asst,EF,PHD,3,Yale,2003,
University of Notre Dame,"Papai, Szilvia",Asst,CD,PHD,96,Cal Tech,2001,
University of Notre Dame,"Zambrano, Eduardo",Asst,D,PHD,99,Cornell,1999,
University of Notre Dame,"Roche, Mark W.",Dean,Lit,PHD,84,Princeton,,
University of Notre Dame,"Jensen, Richard A.",C-Pr,DL,PHD,80,Nrthwstrn,2000,
University of Notre Dame,"Mark, Nelson C.",Prof,CF,PHD,83,Chicago,2003,
University of Notre Dame,"Waller, Christopher J.",Prof,E,PHD,85,Wash St,2003,
University of Notre Dame,"Lee, Byung",Assoc,CD,PHD,88,Wisconsin,1996,
University of Notre Dame,"Marsh, Lawrence C.",Assoc,CD,PHD,76,Mich St,1975,
University of Notre Dame,"Rath, Kali P.",Assoc,CD,PHD,92,J Hopkins,1990,
University of Notre Dame,"Sullivan, James",Asst,HJ,PHD,2,Nrthwstrn,2002,
Oakland University,"Gardner, John C.",Dean,Atg,PHD,83,Mich St,8-96,
Oakland University,"Coppin, Addington M.",C-Pr,FO,PHD,87,Illinois,1989,
Oakland University,"Izraeli, Oded",Prof,RHA,PHD,73,Chicago,1978,
Oakland University,"Murphy, Kevin J.",Prof,JC,PHD,81,Mich St,1985,
Oakland University,"Sahu, Anandi P.",Prof,EG,PHD,85,Wash U,1985,
Oakland University,"Stano, Miron",Prof,IL,PHD,71,Cornell,1977,
Oakland University,"Folland, Sherman T.",Assoc,IB,PHD,74,Iowa,1986,
Oakland University,"Mukherji, Nivedita",Assoc,EF,PHD,92,Va Tech,1992,
Oakland University,"Tracy, Ronald L.",Assoc,CE,PHD,75,Mich St,1983,
Oakland University,"Johnson, Steven",VAsst,I,PHD,83,La Tech,2003,
Oakland University,"Tomlin, KaSaundra",Asst,FL,PHD,98,Oregon,2003,
Oberlin College,"Craig, Barbara",C-Pr,CFQ,PHD,88,Minnesota,1989,
Oberlin College,"Chow, Gregory C.",VProf,CDEP,PHD,55,Chicago,2003,
Oberlin College,"Cleeton, David L.",Prof,DGIM,PHD,80,Wash U,1980,
Oberlin College,"Fernandez, Luis",Prof,CDGL,PHD,83,Berkeley,1980,
Oberlin College,"Kasper, Hirshel",Prof,DJ,PHD,63,Minnesota,1963,
Oberlin College,"Kuttner, Ken",Prof,E,PHD,89,Harvard,2004,
Oberlin College,"Piron, Robert",Prof,BD,PHD,66,Nrthwstrn,1961,
Oberlin College,"Zinser, James E.",Prof,KLO,PHD,67,Oregon,1967,
Oberlin College,"Gaudin, Sylvestre",Asst,HQ,PHD,99,Rice,2001,
Oberlin College,"Liu, Yingchun",VAsst,ED,PHD,2,Wisconsin,2002,
Occidental College,"Studenmund, A. H.",C-Pr,C,PHD,70,Cornell,1970,Richard W. Millar Professor of Economics & Director of Institutional Planning
Occidental College,"Halstead, James F.",Prof,A,PHD,72,Stanford,1977,
Occidental College,"Moore, Robert L.",Prof,J,PHD,77,Harvard,1978,Elbridge Amos Stuart Professor
Occidental College,"Whitney, James D.",Prof,F,PHD,83,Wisconsin,1982,
Occidental College,"Hirschfeld, Mary L.",Assoc,N,PHD,89,Harvard,1988,
Occidental College,"Nataraj, Sita",Asst,H,PHD,2,Stanford,2002,
Occidental College,"Secondi, Giorgio",Asst,O,PHD,96,Michigan,1998,
Oglethorpe University,"Hetherington, Bruce W.",C-Pr,NE,PHD,82,Va Tech,1980,
Oglethorpe University,"Shropshire, William O.",Emer,EO,PHD,63,Duke,1979,Callaway Professor of Economics
Oglethorpe University,"Tucker, Dean",Prof,HMQ,PHD,79,Mich St,1-88,Rikard Chaired Professor
Oglethorpe University,"Copeland, Cassandra",Asst,DFL,PHD,,Auburn,2000,
Oglethorpe University,"Kower, Peter",Asst,END,PHD,2,Ohio St,2002,
Ohio University,"Adie, Douglas K.",Prof,BGM,PHD,68,Chicago,1968,
Ohio University,"Boyd, Roy G.",Prof,QH,PHD,81,Duke,1984,
Ohio University,"Doroodian, Khosrow",Prof,QAF,PHD,81,Oregon,1982,
Ohio University,"Ghazalah, Ismail A.",Prof,DFHI,PHD,69,Berkeley,1969,
Ohio University,"Jung, Chulho",Prof,CDFQ,PHD,89,Michigan,1989,
Ohio University,"Rossiter, Rosemary D.",Prof,,PHD,80,Wi-Milwa,1983,
Ohio University,"Caporale, Tony",Assoc,,PHD,92,GeoMason,1992,
Ohio University,"Winter, Harold",Assoc,KL,PHD,90,Rochester,1992,
Ohio University,"Ariaster, Chimeli",Asst,,PHD,1,Illinois,2003,
Ohio University,"Caporale, Barbara",Asst,EGN,PHD,94,GeoMason,1994,
Ohio University,"Kyongwook, Choi",Asst,,PHD,2,U Wash,2002,
Ohio University,"Lacombe, Donald J.",Asst,,PHD,0,Fla St,2001,
Ohio University,"Paxton, Julia",Asst,,PHD,96,Ohio St,2000,
Ohio University,"Shambora, William E.",Asst,,PHD,0,Kentucky,9-00,
Ohio University,"Shamila, Jayasuriya",Asst,,PHD,3,Geotown,2003,
Ohio Northern University,"Maris, Terry L.",Dean,Mgt,PHD,79,Nebraska,1990,
Ohio Northern University,"Goldberg, Roger H.",Prof,,PHD,81,Indiana,1969,Associate Vice President Academic Affairs
Ohio Northern University,"Meininger, Richard P.",Prof,,PHD,87,Ohio U,1973,Associate Dean
Ohio Northern University,"Alnajji, Aras",Assoc,,PHD,95,Oklahoma,2001,
Ohio Northern University,"Banfe, Peter",Assoc,,PHD,99,Geo Wash,1997,
Ohio Northern University,"Meenakshi, Rishi",Assoc,,PHD,93,Mass,1993,
Ohio State University,"Hashimoto, Masanori",C-Pr,J,PHD,71,Columbia,1987,
Ohio State University,"Cosslett, Stephen R.",Prof,,PHD,79,Berkeley,1987,
Ohio State University,"Dunn, Lucia",Prof,J,PHD,74,Berkeley,1987,
Ohio State University,"Evans, Paul D.",Prof,E,PHD,76,Chicago,1987,
Ohio State University,"Fleisher, Belton M.",Prof,J,PHD,61,Stanford,1965,
Ohio State University,"Gonzalez-Vega, Claudio",Prof,O,PHD,76,Stanford,,
Ohio State University,"Haurin, Donald R.",Prof,R,PHD,78,Chicago,1975,Associate Dean
Ohio State University,"Ichiishi, Tatsuro",Prof,C,PHD,74,Berkeley,1987,
Ohio State University,"Kagel, John H.",Prof,L,PHD,70,Purdue,1999,University Chaired Professor
Ohio State University,"Lee, Lung-fei",Prof,C,PHD,77,Rochester,1999,University Chaired Professor
Ohio State University,"Levin, Dan",Prof,MI,PHD,82,MIT,1995,
Ohio State University,"Marvel, Howard P.",Prof,L,PHD,75,Chicago,1973,Honors Director
Ohio State University,"McCafferty, Stephen A.",Prof,EF,PHD,77,Brown,1982,
Ohio State University,"McCulloch, J. Huston",Prof,E,PHD,73,Chicago,1979,
Ohio State University,"Miyazaki, Hajime",Prof,LJ,PHD,77,Berkeley,1984,Director of Graduate Studies
Ohio State University,"Ogaki, Masao",Prof,E,PHD,88,Chicago,1994,
Ohio State University,"Olsen, Randall J.",Prof,J,PHD,77,Chicago,1982,Director Center for Human Resource Research
Ohio State University,"Peck, James D.",Prof,D,PHD,85,Penn,1992,
Ohio State University,"Reagan, Patricia B.",Prof,LJ,PHD,80,MIT,1989,leave of absence
Ohio State University,"Schmeidler, David",Prof,,PHD,69,Hebrew,1987,
Ohio State University,"Steckel, Richard H.",Prof,N,PHD,77,Chicago,1977,
Ohio State University,"Walker, James R.",Prof,O,PHD,86,Chicago,1-04,
Ohio State University,"Aly, Hassan",Assoc,,PHD,86,S Illinois,1989,
Ohio State University,"Baack, Bennett D.",Assoc,N,PHD,72,U Wash,1988,
Ohio State University,"de Jong, Robert",Assoc,E,PHD,93,Amsterdam,2003,
Ohio State University,"Dupor, William",Assoc,C,PHD,97,Chicago,2003,
Ohio State University,"Fisher, Eric O.",Assoc,F,PHD,85,Berkeley,1993,
Ohio State University,"Lam, Pok-sang",Assoc,E,PHD,86,Harvard,1985,
Ohio State University,"Light, Audrey",Assoc,J,PHD,87,UCLA,1995,
Ohio State University,"Mumy, Gene E.",Assoc,D,PHD,74,J Hopkins,1978,Director of Undergraduate Studies
Ohio State University,"Sharma, V. V.",Assoc,,PHD,68,Illinois,1970,
Ohio State University,"Weinberg, Bruce",Assoc,J,PHD,96,Chicago,1996,
Ohio State University,"Alessandria, George",Asst,E,PHD,0,Penn,2000,
Ohio State University,"Hu, Ling",Asst,C,PHD,2,Harvard,2002,
Ohio State University,"Kaboski, Joseph",Asst,EF,PHD,1,Chicago,2001,
Ohio State University,"Ye, Lixin",Asst,CD,PHD,1,Stanford,2001,
Ohio State University,"Asmus, Karl H.",Lect,,PHD,72,Mich St,2001,
Ohio State University,"Chapman, Byron",Lect,NE,PHD,99,Ohio St,2003,
Ohio State University,"Gill, Leroy",Lect,,,,,,
Ohio State University,"Marshall, Kathryn G.",Lect,HQ,PHD,90,Berkeley,,
Ohio State University,"McCulloch, Laurence",Lect,,,,,,
Ohio State University,"Osman, Alan",Lect,,,,,,
Ohio State University,"Parsons, Deborah",Lect,,,,,,
Ohio State University,"Poast, Paul",Lect,,MAS,1,LondonSE,2002,
Ohio Wesleyan University,"Gitter, Robert J.",C-Pr,,PHD,78,Wisconsin,1976,
Ohio Wesleyan University,"Gharrity, Norman J.",Prof,,PHD,66,J Hopkins,1962,
Ohio Wesleyan University,"Simon, Alice E.",Prof,,PHD,84,Ohio St,1985,
Ohio Wesleyan University,"Rahmon, Saif",Asst,,PHD,98,N Carol,2000,
Ohio Wesleyan University,"Yazar, Julide",Asst,,PHD,,Ohio St,1999,
University of Oklahoma,"Dunne, Timothy",C-Pr,DLJ,PHD,87,Penn St,1992,
University of Oklahoma,"Dauffenbach, Robert C.",Prof,J,PHD,73,Illinois,,
University of Oklahoma,"Grier, Kevin B.",Prof,E,PHD,84,Wash U,1999,
University of Oklahoma,"Hartigan, James C.",Prof,FL,PHD,79,Duke,1988,
University of Oklahoma,"Holmes, Alexander B.",Prof,RD,PHD,74,SUNY-Bin,,
University of Oklahoma,"Kondonassis, Alexander J.",Prof,NO,PHD,61,Indiana,1979,David Ross Boyd Professor of Economics
University of Oklahoma,"Reed, Robert",Prof,JD,PHD,85,Nrthwstrn,1992,
University of Oklahoma,"Clark, William M.",Assoc,O,PHD,81,Virginia,1977,
University of Oklahoma,"Ju, Jiandong",Assoc,D,PHD,95,Penn St,1995,
University of Oklahoma,"Chakraborty, Indranil",Asst,,PHD,97,Illinois,1999,
University of Oklahoma,"Grier, Robin",Asst,O,PHD,95,GeoMason,1999,
University of Oklahoma,"Kosmopoulou, Georgia",Asst,D,PHD,96,Illinois,1997,
University of Oklahoma,"Okediji, Tade",Asst,O,PHD,96,Oklahoma,1997,
University of Oklahoma,"Rogers, Cynthia",Asst,JR,PHD,94,Pittsburgh,1997,
University of Oklahoma,"Smallwood, Aaron",Asst,,PHD,1,Fla St,2001,
University of Oklahoma,"Sutter, Dan",Asst,H,PHD,93,GeoMason,1995,
Oklahoma Baptist University,"Reeder, Danny B.",Dean,,PHD,93,Okla St,8-91,
Oklahoma Baptist University,"Walker, G. Craig",Assoc,AHI,PHD,96,So Meth,8-00,
Oklahoma Christian Univ,"Lewis, Phillip V.",Dean,Mgt,EDD,70,Houston,7-99,
Oklahoma Christian Univ,"Miller, Ken",C,Fnce,,,,,
Oklahoma City University,"Ward, Bart H.",Dean,Atg,PHD,73,Nrthwstrn,1-00,
